id,title,GW,xG,xGA,npxG,npxGA,att,def,att,def,deep,deep_allowed,GF,GA,xpts,wins,draws,loses,pts,npxGD
,Atletico Madrid,29,2.40229,0.860898,2.40229,0.860898,181,23,228,22,5,4,5,0,2.5269,1,0,0,3,1.5413919999999997,
,Atletico Madrid,30,0.768121,0.281386,0.768121,0.281386,196,31,330,17,5,0,1,0,1.7786,1,0,0,3,0.48673500000000003,
,Atletico Madrid,31,1.0251,0.748438,1.0251,0.748438,294,38,205,29,5,8,1,0,1.5829,1,0,0,3,0.27666199999999985,
,Atletico Madrid,32,1.86903,1.12577,1.12575,0.382496,123,24,401,13,7,2,2,1,2.0058999999999996,1,0,0,3,0.7432540000000001,
,Atletico Madrid,33,1.78128,1.80729,0.294725,1.06401,412,25,146,17,3,4,2,2,1.3519,0,1,0,1,-0.7692849999999999,
,Atletico Madrid,34,2.65175,0.595505,1.9086,0.595505,272,29,279,19,18,4,3,0,2.7053,1,0,0,3,1.3130950000000001,
,Atletico Madrid,35,1.0928,0.281854,1.0928,0.281854,246,23,209,27,5,2,1,1,2.2215,0,1,0,1,0.810946,
,Atletico Madrid,36,0.76357,1.1694,0.76357,1.1694,319,27,202,16,4,9,1,0,1.0024,1,0,0,3,-0.40583,
,Atletico Madrid,37,1.74341,1.13873,1.74341,1.13873,123,19,336,32,8,3,2,0,1.8821999999999999,1,0,0,3,0.6046799999999999,
,Atletico Madrid,38,1.50008,0.335651,1.50008,0.335651,333,16,236,22,6,0,1,1,2.4573,0,1,0,1,1.1644290000000002,


146,Valencia,1,2.31396,1.79528,1.57068,1.05213,366,20,189,26,7,6,1,1,1.7859999999999998,0,1,0,1,0.5185500000000001,
,Valencia,2,0.675601,2.37702,0.675601,1.63375,310,29,227,12,11,8,0,1,0.2722,0,0,1,0,-0.958149,
,Valencia,3,2.09044,1.16388,0.603888,1.16388,255,19,251,25,5,7,2,0,2.2183,1,0,0,3,-0.559992,
,Valencia,4,1.27064,2.61069,1.27064,2.61069,328,17,253,31,8,12,2,5,0.48519999999999996,0,0,1,0,-1.34005,
,Valencia,5,1.66574,1.52139,0.922459,1.52139,153,17,301,26,5,3,1,1,1.4985,0,1,0,1,-0.598931,
,Valencia,6,1.67819,2.65542,1.67819,2.65542,80,16,275,38,4,8,3,3,0.738,0,1,0,1,-0.9772299999999998,
,Valencia,7,2.10545,1.04848,2.10545,1.04848,222,20,242,26,10,6,1,0,2.1865,1,0,0,3,1.0569699999999997,
,Valencia,8,1.7079,1.4742,0.964748,1.4742,181,10,313,21,0,5,2,1,1.5607,1,0,0,3,-0.5094519999999999,
,Valencia,9,0.757907,1.54344,0.757907,0.800163,205,18,283,30,12,7,1,1,0.6678,0,1,0,1,-0.04225599999999996,
